등급,어휘,품사,日本語品詞,어종,원어,日本の漢字,外来語,의미,定義の日本語訳,日本語訳,tags
1등급,보다,부사,副詞,고유어,,,,어떤 수준에 비하여 한층 더.,ある水準に比べて一層。,より,等級:1 語種:固有語 品詞:副詞
1등급,보라,명사,名詞,고유어,,,,"「1」파랑과 빨강의 중간색. 또는 그런 색의 물감.
「2」파랑과 빨강의 중간 빛.
「3」기본색의 하나. 먼셀 표색계에서는 5P 3/10에 해당한다.",「1」青と赤の中間色。またはその色の絵の具。 「2」青と赤の中間光。 「3」基本色の一つ。マンセル表色系では5P 3/10に相当する。,紫,等級:1 語種:固有語 品詞:名詞
1등급,보람,명사,名詞,고유어,,,,"「1」약간 드러나 보이는 표적.
「2」다른 물건과 구별하거나 잊지 않기 위하여 표를 해 둠. 또는 그런 표적.
「3」어떤 일을 한 뒤에 얻어지는 좋은 결과나 만족감. 또는 자랑스러움이나 자부심을 갖게 해 주는 일의 가치.",「1」わずかに見える標的。 「2」他の物と区別したり忘れないようにするために印をつけておくこと。またはその印。 「3」何かをした後に得られる良い結果や満足感。または誇りや自負心を持たせてくれる事柄の価値。,やりがい,等級:1 語種:固有語 品詞:名詞
1등급,보름달,명사,名詞,고유어,,,,음력 보름날 밤에 뜨는 둥근달.,旧暦の十五日の夜に昇る丸い月。,満月,等級:1 語種:固有語 品詞:名詞
1등급,보리,명사,名詞,고유어,,,,"볏과의 두해살이풀. 줄기는 높이가 1미터 정도이고 곧고 속이 비었으며, 마디가 길다. 잎은 어긋나고 긴 선 모양으로 겉이 매끄러우며 나란히맥이 있다. 꽃은 5월에 수상(穗狀) 화서로 달리는데 이삭에는 까끄라기가 있다. 알이 껍질에서 잘 떨어지는지에 따라 쌀보리와 겉보리로, 파종 시기에 따라 가을보리와 봄보리로 나눈다. 보리쌀은 보리밥ㆍ맥주ㆍ된장ㆍ빵 따위의 원료이고, 줄기는 여름 모자ㆍ공예품ㆍ제지용ㆍ퇴비 따위에 쓴다. 서남아시아, 이집트가 원산지로 전 세계 온대 지방에서 재배한다.",イネ科の越年草。茎は高さ1メートルほどでまっすぐで中が空洞で節が長い。葉は互生し、細長い線状で表面は滑らかで平行脈がある。花は5月に穂状花序でつくが、穂には芒がある。粒が皮から離れやすいか否かで裸麦と二条大麦に、播種時期によって秋麦と春麦に分かれる。大麦の粒は、大麦ご飯、ビール、味噌、パンなどの原料であり、茎は夏の帽子、工芸品、製紙用、堆肥などに使う。西南アジア、エジプト原産で、世界の温帯地方で栽培される。,大麦,等級:1 語種:固有語 品詞:名詞
1등급,보살피다,동사,動詞,고유어,,,,"「1」정성을 기울여 보호하며 돕다.
「2」이리저리 보아서 살피다.
「3」일 따위를 관심을 가지고 관리하거나 맡아서 하다.",「1」心を込めて保護し助ける。 「2」あちこち見て調べる。 「3」物事を関心を持って管理したり引き受けたりする。,世話をする,等級:1 語種:固有語 品詞:動詞
1등급,보이다,동사,動詞,고유어,,,,"[1]「1」눈으로 대상의 존재나 형태적 특징을 알게 되다. ‘보다01[Ⅰ][1]「1」’의 피동사.
[1]「2」대상의 내용이나 상태가 짐작되다. ‘보다01[Ⅰ][1]「4」’의 피동사.
[1]「3」어떤 결과나 관계가 맺어질 상황이 되다. ‘보다01[Ⅰ][1]「11」’의 피동사.
[2]대상이 평가되다. ‘보다01[Ⅰ][3]’의 피동사.",[1]「1」目で対象の存在や形態的特徴を知るようになる。「見る01[Ⅰ][1]「1」」の受動詞。 [1]「2」対象の内容や状態が推測される。「見る01[Ⅰ][1]「4」」の受動詞。 [1]「3」ある結果や関係が結ばれる状況になる。「見る01[Ⅰ][1]「11」」の受動詞。 [2]対象が評価される。「見る01[Ⅰ][3]」の受動詞。,見られる,等級:1 語種:固有語 品詞:動詞
1등급,보이다,동사,動詞,고유어,,,,"[1]「1」눈으로 대상의 존재나 형태적 특징을 알게 하다. ‘보다01[Ⅰ][1]「1」’의 사동사.
[1]「2」눈으로 대상을 즐기거나 감상하게 하다. ‘보다01[Ⅰ][1]「2」’의 사동사.
[1]「3」대상의 내용이나 상태를 알기 위하여 살피게 하다. ‘보다01[Ⅰ][1]「4」’의 사동사.
[1]「4」어떤 일을 당하거나 겪거나 얻어 가지게 하다. ‘보다01[Ⅰ][1]「16」’의 사동사.
[1]「5」음식 맛이나 간을 알기 위하여 시험 삼아 조금 먹이다. ‘보다01[Ⅰ][1]「19」’의 사동사.
[2]일정한 목적 아래 만나게 하다. ‘보다01[Ⅰ][1]「5」’의 사동사.",[1]「1」目で対象の存在や形態的特徴を知るようにする。「見る01[Ⅰ][1]「1」」の使役形。 [1]「2」目で対象を楽しみ、鑑賞するようにする。「見る01[Ⅰ][1]「2」」の使役形。 [1]「3」対象の内容や状態を知るために調べさせる。「見る01[Ⅰ][1]「4」」の使役形。 [1]「4」あることを経験させる、または得させる。「見る01[Ⅰ][1]「16」」の使役形。 [1]「5」食べ物の味や塩加減を知るために試しに少し食べさせる。「見る01[Ⅰ][1]「19」」の使役形。 [2]一定の目的を持って会わせる。「見る01[Ⅰ][1]「5」」の使役形。,見せる,等級:1 語種:固有語 品詞:動詞
1등급,보태다,동사,動詞,고유어,,,,"「1」모자라는 것을 더하여 채우다.
「2」이미 있던 것에 더하여 많아지게 하다.",「1」足りないものを足して満たす。 「2」既にあったものに足して多くする。,加える,等級:1 語種:固有語 品詞:動詞
1등급,복숭아,명사,名詞,고유어,,,,"복사나무의 열매. 품종에 따라 크고 작은 것이 있는데, 시고 단 맛이 있으며 담홍색으로 익는다.",モモの木の実。品種によって大きいものと小さいものがあり、酸っぱくて甘い味がし、淡い紅色に熟す。,桃,等級:1 語種:固有語 品詞:名詞
1등급,볶다,동사,動詞,고유어,,,,"「1」음식이나 음식의 재료를 물기가 거의 없거나 적은 상태로 열을 가하여 이리저리 자주 저으면서 익히다.
「2」성가시게 굴어 사람을 괴롭히다.
「3」(속되게) 머리를 곱슬곱슬하게 파마하다.",「1」食べ物や食べ物の材料を、水分がほとんどないか少ない状態で熱を加えて、あちこち頻繁にかき混ぜながら調理する。 「2」うるさくして人を困らせる。 「3」（俗に）髪をくるくるとパーマにする。,炒める,等級:1 語種:固有語 品詞:動詞
1등급,볼,명사,名詞,고유어,,,,"「1」뺨의 한복판.
「2」뺨의 가운데를 이루고 있는 살집.
「3」처마 끝에 나온 서까래 끄트머리의 단면.",「1」頬の中央。 「2」頬の中央を形作っている肉。 「3」軒先に出た垂木の先端の断面。,頬,等級:1 語種:固有語 品詞:名詞
1등급,볼일,명사,名詞,고유어,,,,"「1」해야 할 일.
「2」‘용변01’을 완곡하게 이르는 말.",「1」しなければならないこと。 「2」「用便」を婉曲に言う言葉。,用事,等級:1 語種:固有語 品詞:名詞
1등급,봄,명사,名詞,고유어,,,,"「1」한 해의 네 철 가운데 첫째 철. 겨울과 여름 사이이며, 달로는 3~5월, 절기(節氣)로는 입춘부터 입하 전까지를 이른다.
「2」인생의 한창때를 비유적으로 이르는 말.
「3」희망찬 앞날이나 행운을 비유적으로 이르는 말.",「1」一年の四つの季節のうち最初の季節。冬と夏の間にあり、月では3〜5月、節気では立春から立夏前までを指す。 「2」人生の盛りを比喩的に言う言葉。 「3」希望に満ちた将来や幸運を比喩的に言う言葉。,春,等級:1 語種:固有語 品詞:名詞
1등급,봄날,명사,名詞,고유어,,,,봄철의 날. 또는 그날의 날씨.,春の日のこと。またはその日の天気。,春の日,等級:1 語種:固有語 品詞:名詞
1등급,봄바람,명사,名詞,고유어,,,,"「1」봄철에 불어오는 바람.
「2」봄을 맞아 이성 관계로 들뜨는 마음이나 행동을 비유적으로 이르는 말.",「1」春に吹く風。 「2」春を迎えて異性関係で浮き立つ心や行動を比喩的に言う言葉。,春風,等級:1 語種:固有語 品詞:名詞
1등급,봐주다,동사,動詞,고유어,,,,"「1」‘보아주다「1」’의 준말.
「2」‘보아주다「2」’의 준말.",「1」「見てあげる」の短縮形。 「2」「見てあげる」の短縮形。,見てあげる,等級:1 語種:固有語 品詞:動詞
1등급,뵙다,동사,動詞,고유어,,,,웃어른을 대하여 보다. ‘뵈다02’보다 더 겸양의 뜻을 나타낸다.,目上の人に対して見る。‘뵈다02’より謙譲の意を表す。,お目にかかる,等級:1 語種:固有語 品詞:動詞
1등급,부끄러워지다,동사,動詞,고유어,,,,부끄러움을 느끼게 되다.,恥ずかしさを感じることになる。,恥ずかしくなる,等級:1 語種:固有語 品詞:動詞
1등급,부끄러워하다,동사,動詞,고유어,,,,"「1」부끄러운 태도를 나타내다.
「2」어떤 것을 부끄럽게 여기다.",「1」恥ずかしい態度を表す。 「2」あることを恥ずかしく思う。,恥ずかしがる,等級:1 語種:固有語 品詞:動詞
1등급,부끄럼,명사,名詞,고유어,,,,‘부끄러움’의 준말.,「恥ずかしさ」の略。,恥ずかしさ,等級:1 語種:固有語 品詞:名詞
1등급,부끄럽다,형용사,形容詞,고유어,,,,"「1」일을 잘 못하거나 양심에 거리끼어 볼 낯이 없거나 매우 떳떳하지 못하다.
「2」스스러움을 느끼어 매우 수줍다.",「1」事をうまくできなかったり、良心にやましいところがあったりして、顔向けできない、または非常に떳떳でない。 「2」気恥ずかしさを感じて、非常に内気である。,恥ずかしい,等級:1 語種:固有語 品詞:形容詞
1등급,부드럽다,형용사,形容詞,고유어,,,,"「1」닿거나 스치는 느낌이 거칠거나 뻣뻣하지 아니하다.
「2」성질이나 태도가 억세지 아니하고 매우 따뜻하다.
「3」가루 따위가 매우 잘고 곱다.
「4」일의 형편이나 동작이 뻑뻑하지 아니하다.
「5」술이 독하지 아니하여서 목으로 넘기기 좋다.",「1」触れたりこすれたりした感じが粗かったり硬かったりしない。 「2」性質や態度が強制的でなく、非常に温かい。 「3」粉などが非常に細かく細かい。 「4」事の具合や動作が滞らずスムーズである。 「5」酒が強くなく、喉を通りやすい。,柔らかい,等級:1 語種:固有語 品詞:形容詞
1등급,부들부들,부사,副詞,고유어,,,,몸을 자꾸 크게 부르르 떠는 모양.,体を何度も大きく震わせる様子。,ぶるぶる,等級:1 語種:固有語 品詞:副詞
1등급,부딪치다,동사,動詞,고유어,,,,"[1]「1」‘부딪다[1]’를 강조하여 이르는 말.
[1]「2」‘부딪다[2]’를 강조하여 이르는 말.
[2]눈길이나 시선 따위가 마주치다.
[3]「1」뜻하지 않게 어떤 사람을 만나다.
[3]「2」의견이나 생각의 차이로 다른 사람과 대립하는 관계에 놓이다.
[3]「3」일이나 업무 관계에 있는 사람을 문제 해결을 위하여 만나다.",[1]「1」‘ぶつだ[1]’を強調して言う言葉。 [1]「2」‘ぶつだ[2]’を強調して言う言葉。 [2]視線などがぶつかる。 [3]「1」予期せず誰かに会う。 [3]「2」意見や考えの違いで他の人と対立する関係になる。 [3]「3」仕事や業務関係の人に問題解決のために会う。,ぶつかる,等級:1 語種:固有語 品詞:動詞
1등급,부딪히다,동사,動詞,고유어,,,,"[1]무엇과 무엇이 힘 있게 마주 닿게 되거나 마주 대게 되다. 또는 닿게 되거나 대게 되다. ‘부딪다[1]’의 피동사.
[2]예상치 못한 일이나 상황 따위에 직면하게 되다. ‘부딪다[2]’의 피동사.",[1]物と物が力強くぶつかり合うか、向き合うことになる。または、ぶつかり合うか、向き合うことになる。「ぶつだ[1]」の受動詞。 [2]予期しない事や状況などに直面することになる。「ぶつだ[2]」の受動詞。,ぶつかる,等級:1 語種:固有語 品詞:動詞
1등급,부러워하다,동사,動詞,고유어,,,,남이 잘되는 것이나 좋은 것을 보고 자기도 그렇게 되고 싶어 하다.,他人が上手くいくことや良いことを見て、自分もそうなりたいと思う。,羨む,等級:1 語種:固有語 品詞:動詞
1등급,부러지다,동사,動詞,고유어,,,,"「1」단단한 물체가 꺾여서 둘로 겹쳐지거나 동강이 나다.
「2」말이나 행동 따위를 확실하고 단호하게 하다.",「1」硬い物が折れて二つに重なるか、真っ二つになる。 「2」言葉や行動などを確実かつ断固として行う。,折れる,等級:1 語種:固有語 品詞:動詞
1등급,부럽다,형용사,形容詞,고유어,,,,남의 좋은 일이나 물건을 보고 자기도 그런 일을 이루거나 그런 물건을 가졌으면 하고 바라는 마음이 있다.,他人の良いことや物をみて、自分もそのようなことを成し遂げたり、そのような物を持っていたいと思う気持ちがある。,羨ましい,等級:1 語種:固有語 品詞:形容詞
1등급,부르다,동사,動詞,고유어,,,,"[1]「1」말이나 행동 따위로 다른 사람의 주의를 끌거나 오라고 하다.
[1]「2」이름이나 명단을 소리 내어 읽으며 대상을 확인하다.
[1]「3」남이 자신의 말을 받아 적을 수 있게 또박또박 읽다.
[1]「4」곡조에 맞추어 노래의 가사를 소리 내다.
[1]「5」값이나 액수 따위를 얼마라고 말하다.
[1]「6」구호나 만세 따위를 소리 내어 외치다.
[1]「7」어떤 방향으로 따라오거나 동참하도록 유도하다.
[1]「8」어떤 행동이나 말이 관련된 다른 일이나 상황을 초래하다.
[2]청하여 오게 하다.
[3]무엇이라고 가리켜 말하거나 이름을 붙이다.",[1]「1」言葉や行動などで他の人の注意を引くか、来るように言う。 [1]「2」名前や名簿を声に出して読み、対象を確認する。 [1]「3」人が自分の言葉を書き取れるように、はっきりと読む。 [1]「4」曲に合わせて歌の歌詞を声に出す。 [1]「5」値段や金額などをいくらだと話す。 [1]「6」スローガンや万歳などを声に出して叫ぶ。 [1]「7」ある方向へついてくるか、参加するように誘導する。 [1]「8」ある行動や言葉が関連する他の事や状況を招く。 [2]招いて来させる。 [3]何だと指して言うか、名前をつける。,呼ぶ,等級:1 語種:固有語 品詞:動詞
1등급,부리,명사,名詞,고유어,,,,"「1」새나 일부 짐승의 주둥이. 길고 뾰족하며 보통 뿔의 재질과 같은 딱딱한 물질로 되어 있다.
「2」어떤 물건의 끝이 뾰족한 부분.
「3」병과 같이 속이 비고 한끝이 막혀 있는 물건에서 가느다라며 터진 다른 한끝 부분을 이르는 말.
「4」사람의 입을 낮잡아 이르는 말.",「1」鳥や一部の獣の口。長く尖っており、通常は角の材質と同じ硬い物質でできている。 「2」ある物の先端が尖っている部分。 「3」瓶のように中が空で一方の端が閉じている物で、細くて開いているもう一方の端の部分を指す言葉。 「4」人の口を卑しめて言う言葉。,嘴,等級:1 語種:固有語 品詞:名詞
1등급,부리다,동사,動詞,고유어,,,,"[1]「1」마소나 다른 사람을 시켜 일을 하게 하다.
[1]「2」기계나 기구 따위를 마음대로 조종하다.
[1]「3」활시위를 벗기다.
[1]「4」귀신을 불러 자기 뜻대로 움직이게 하다.
[2]사람의 등에 지거나 자동차나 배 따위에 실었던 것을 내려놓다.",[1]「1」牛馬や他の人に仕事をさせる。 [1]「2」機械や道具などを思い通りに操作する。 [1]「3」弓の弦を外す。 [1]「4」鬼を呼び出して自分の思い通りに動かす。 [2]人の背中に背負ったものや、自動車や船などに積んだものを下ろす。,使う,等級:1 語種:固有語 品詞:動詞
1등급,부리다,동사,動詞,고유어,,,,"「1」재주나 꾀 따위를 피우다.
「2」행동이나 성질 따위를 계속 드러내거나 보이다.",「1」才能や知恵などを披露する。 「2」行動や性質などを継続的に現したり見せたりする。,見せる,等級:1 語種:固有語 品詞:動詞
1등급,부서지다,동사,動詞,고유어,,,,"「1」단단한 물체가 깨어져 여러 조각이 나다.
「2」액체나 빛 따위가 세게 부딪쳐 산산이 흩어지다.
「3」목재 따위를 짜서 만든 물건이 제대로 쓸 수 없게 헐어지거나 깨어지다.
「4」희망이나 기대 따위가 무너지다.",「1」硬い物が壊れて複数の破片になる。 「2」液体や光などが強くぶつかって粉々に散る。 「3」木材などを組み合わせて作った物がまともに使えないほど崩れたり壊れたりする。 「4」希望や期待などが打ち砕かれる。,壊れる,等級:1 語種:固有語 品詞:動詞
1등급,부수다,동사,動詞,고유어,,,,"「1」단단한 물체를 여러 조각이 나게 두드려 깨뜨리다.
「2」만들어진 물건을 두드리거나 깨뜨려 못 쓰게 만들다.",「1」硬い物を複数の破片になるように叩いて壊す。 「2」作られた物を叩いたり壊したりして使えなくする。,壊す,等級:1 語種:固有語 品詞:動詞
1등급,부시다,형용사,形容詞,고유어,,,,빛이나 색채가 강렬하여 마주 보기가 어려운 상태에 있다.,光や色彩が強烈で、向き合って見ることが難しい状態にある。,眩しい,等級:1 語種:固有語 品詞:形容詞
1등급,부엉이,명사,名詞,고유어,,,,"올빼밋과의 솔부엉이, 수리부엉이, 칡부엉이 따위를 통틀어 이르는 말. 야행성이거나 박모성(薄暮性) 종이 많지만 쇠부엉이같이 낮에 활동하는 종도 있다. 전 세계에 23속 130여 종이 알려져 있다.",フクロウ科のシマフクロウ、ワシミミズク、コノハズクなどを総称する言葉。夜行性または薄明薄暮性種が多いが、コノハズクのように昼間活動する種もある。世界に23属130余種が知られている。,フクロウ,等級:1 語種:固有語 品詞:名詞
1등급,부엌,명사,名詞,고유어,,,,일정한 시설을 갖추어 놓고 음식을 만들고 설거지를 하는 등 식사에 관련된 일을 하는 곳.,一定の設備を備え、料理を作り、食器を洗うなど、食事に関連する仕事をする場所。,台所,等級:1 語種:固有語 品詞:名詞
1등급,부지런하다,형용사,形容詞,고유어,,,,어떤 일을 꾸물거리거나 미루지 않고 꾸준하게 열심히 하는 태도가 있다.,ある事をぐずぐずしたり、先延ばしにしたりせず、着実に熱心に取り組む態度がある。,勤勉だ,等級:1 語種:固有語 品詞:形容詞
1등급,부지런히,부사,副詞,고유어,,,,어떤 일을 꾸물거리거나 미루지 않고 꾸준하게 열심히 하는 태도로.,ある事をぐずぐずしたり、先延ばしにしたりせず、着実に熱心に取り組む態度で。,勤勉に,等級:1 語種:固有語 品詞:副詞
1등급,부채,명사,名詞,고유어,,,,"손으로 흔들어 바람을 일으키는 물건. 대오리로 살을 하고 종이나 헝겊 따위를 발라서 자루를 붙여 만든다. 태극선, 미선, 합죽선, 부들부채, 까치선 따위가 있다.",手で扇いで風を起こす物。竹ひごで骨を作り、紙や布などを貼って柄をつけたもの。太極扇、美扇、合竹扇、パピルス扇、カササギ扇などがある。,扇子,等級:1 語種:固有語 品詞:名詞
1등급,부치다,동사,動詞,고유어,,,,"[1]편지나 물건 따위를 일정한 수단이나 방법을 써서 상대에게로 보내다.
[2]「1」어떤 문제를 다른 곳이나 다른 기회로 넘기어 맡기다.
[2]「2」어떤 일을 거론하거나 문제 삼지 아니하는 상태에 있게 하다.
[2]「3」원고를 인쇄에 넘기다.
[2]「4」마음이나 정 따위를 다른 것에 의지하여 대신 나타내다.
[2]「5」먹고 자는 일을 제집이 아닌 다른 곳에서 하다.
[3]어떤 행사나 특별한 날에 즈음하여 어떤 의견을 나타내다. 주로 글의 제목이나 부제(副題)에 많이 쓰는 말이다.",[1]手紙や物などを一定の手段や方法を使って相手に送る。 [2]「1」ある問題を他の場所や機会に移して任せる。 [2]「2」ある事を論じたり問題にしたりしない状態にする。 [2]「3」原稿を印刷に回す。 [2]「4」心や情などを他の物に頼って代わりに表す。 [2]「5」食事や寝起きを自分の家ではない他の場所でする。 [3]ある行事や特別な日に際して、ある意見を表す。主に文章のタイトルや副題に多く使われる言葉である。,送る,等級:1 語種:固有語 品詞:動詞
1등급,부침개,명사,名詞,고유어,,,,"기름에 부쳐서 만드는 빈대떡, 저냐, 누름적, 전병(煎餠) 따위의 음식.",油で焼いて作るビンデトック、チョニャ、ヌルムジョク、チョンビョン（煎餅）などの食べ物。,チヂミ,等級:1 語種:固有語 品詞:名詞
1등급,부풀다,동사,動詞,고유어,,,,"「1」종이나 헝겊 따위의 거죽에 부풀이 일어나다.
「2」살가죽이 붓거나 부르터 오르다.
「3」희망이나 기대 따위가 마음에 가득하게 되다.
「4」물체가 늘어나면서 부피가 커지다.
「5」어떤 일이 실제보다 과장되다.
「6」(비유적으로) 성이 나다.",「1」紙や布などの表面に膨らみが現れる。 「2」皮膚が腫れたりむくんだりする。 「3」希望や期待などが心に満ちる。 「4」物体が増えながら体積が大きくなる。 「5」ある事が実際より誇張される。 「6」(比喩的に) 腹が立つ。,膨らむ,等級:1 語種:固有語 品詞:動詞
1등급,부풀리다,동사,動詞,고유어,,,,"「1」희망이나 기대 따위를 마음에 가득하게 하다. ‘부풀다「3」’의 사동사.
「2」물체를 늘이면서 부피를 커지게 하다. ‘부풀다「4」’의 사동사.
「3」어떤 일을 실제보다 과장되게 하다. ‘부풀다「5」’의 사동사.",「1」希望や期待などを心に満たす。「膨らむ」の使役形。 「2」物体を伸ばして体積を大きくする。「膨らむ」の使役形。 「3」ある事を実際より誇張する。「膨らむ」の使役形。,膨らませる,等級:1 語種:固有語 品詞:動詞
1등급,북,명사,名詞,고유어,,,,"타악기의 하나. 나무나 쇠붙이 따위로 만든 둥근 통의 양쪽 마구리에 가죽을 팽팽하게 씌우고, 채로 가죽 부분을 쳐서 소리를 낸다.",打楽器の一つ。木や金属などで作った丸い筒の両端に皮を張って、バチで皮を叩いて音を出す。,太鼓,等級:1 語種:固有語 品詞:名詞
1등급,분,의존명사,依存名詞,고유어,,,,"「1」사람을 높여서 이르는 말.
「2」높이는 사람을 세는 단위.",「1」人を敬って言う言葉。 「2」敬う人を数える単位。,方,等級:1 語種:固有語 品詞:依存名詞
1등급,불,명사,名詞,고유어,,,,"「1」물질이 산소와 화합하여 높은 온도로 빛과 열을 내면서 타는 것.
「2」‘화재01’를 이르는 말.
「3」빛을 내어 어둠을 밝히는 물체.
「4」불이 타는 듯이 열렬하고 거세게 타오르는 정열이나 감정을 비유적으로 이르는 말.",「1」物質が酸素と化合して高い温度で光と熱を出すこと。 「2」火災を指す言葉。 「3」光を出して暗闇を照らす物体。 「4」火が燃えるように熱烈で激しく燃え上がる情熱や感情を比喩的に言う言葉。,火,等級:1 語種:固有語 品詞:名詞
1등급,불고기,명사,名詞,고유어,,,,쇠고기 따위의 살코기를 저며 양념하여 재었다가 불에 구운 음식. 또는 그 고기.,牛肉などを薄切りにし、調味料で漬け込んでから焼いた料理。またはその肉。,プルコギ,等級:1 語種:固有語 品詞:名詞
1등급,불꽃,명사,名詞,고유어,,,,"「1」타는 불에서 일어나는 붉은빛을 띤 기운.
「2」금속이나 돌 따위의 딱딱한 물체가 부딪칠 때 생기는 불빛.
「3」방전할 때 일어나는 불빛.",「1」燃える火から立ち上る赤い光を帯びた気運。 「2」金属や石などがぶつかる時に生じる火花。 「3」放電する時に生じる火花。,炎,等級:1 語種:固有語 品詞:名詞
1등급,불꽃놀이,명사,名詞,고유어,,,,경축이나 기념행사 때에 화약류를 공중으로 쏘아 올려 불꽃이 일어나게 하는 일.,祝賀や記念行事の際に火薬類を空中に打ち上げて炎を発生させること。,花火,等級:1 語種:固有語 品詞:名詞
1등급,불나다,동사,動詞,고유어,,,,불이 쉽게 끄기 어려운 상태로 일어나다.,火が容易に消せない状態で起こる。,火事になる,等級:1 語種:固有語 品詞:動詞
1등급,불다,동사,動詞,고유어,,,,"[1]바람이 일어나서 어느 방향으로 움직이다.
[2]유행, 풍조, 변화 따위가 일어나 휩쓸다.
[3]「1」입을 오므리고 날숨을 내어보내어, 입김을 내거나 바람을 일으키다.
[3]「2」입술을 좁게 오므리고 그 사이로 숨을 내쉬어 소리를 내다.
[3]「3」코로 날숨을 세게 내어보내다.
[3]「4」관악기를 입에 대고 숨을 내쉬어 소리를 내다.
[3]「5」풀무, 풍구 따위로 바람을 일으키다.
[4](속되게) 숨겼던 죄나 감추었던 비밀을 사실대로 털어놓다.",[1]風が起こってある方向に動く。 [2]流行、風潮、変化などが起こり、席巻する。 [3]「1」口をすぼめて息を吐き出し、息を吹きかけたり風を起こしたりする。 [3]「2」唇を狭くすぼめてその間から息を吐き出して音を出す。 [3]「3」鼻から息を強く吐き出す。 [3]「4」管楽器を口に当てて息を吐き出して音を出す。 [3]「5」ふいご、火吹き棒などで風を起こす。 [4](俗に) 隠していた罪や秘密をありのままに打ち明ける。,吹く,等級:1 語種:固有語 品詞:動詞
1등급,불러내다,동사,動詞,고유어,,,,불러서 밖으로 나오게 하다.,呼んで外に出させる。,呼び出す,等級:1 語種:固有語 品詞:動詞
1등급,불러오다,동사,動詞,고유어,,,,"「1」불러서 오게 하다.
「2」어떤 행동이나 감정 또는 상태를 일어나게 하다.",「1」呼んで来るようにさせる。 「2」ある行動、感情、または状態を引き起こす。,呼び寄せる,等級:1 語種:固有語 品詞:動詞
1등급,불리다,동사,動詞,고유어,,,,"[1]「1」말이나 행동 따위에 주의가 끌리거나 가게 되다. ‘부르다01[1]「1」’의 피동사.
[1]「2」곡조에 맞추어 노래의 가사가 소리 내지다. ‘부르다01[1]「4」’의 피동사.
[2]이름이나 명단이 소리 내어 읽히며 대상이 확인되다. ‘부르다01[1]「2」’의 피동사.
[3]무엇이라고 가리켜 말해지거나 이름이 붙여지다. ‘부르다01[3]’의 피동사.",[1]「1」言葉や行動などに注意が引かれたり向けられたりする。「呼ぶ」の受動詞。 [1]「2」曲に合わせて歌の歌詞が声に出される。「呼ぶ」の受動詞。 [2]名前や名簿が声に出して読まれ、対象が確認される。「呼ぶ」の受動詞。 [3]何だと指して言われたり、名前を付けられたりする。「呼ぶ」の受動詞。,呼ばれる,等級:1 語種:固有語 品詞:動詞
1등급,불리다,동사,動詞,고유어,,,,"「1」물에 젖게 해서 부피를 커지게 하다. ‘붇다「1」’의 사동사.
「2」분량이나 수효를 많아지게 하다. ‘붇다「2」’의 사동사.",「1」水に濡らして体積を大きくする。「膨れる」の使役形。 「2」分量や数を多くする。「膨れる」の使役形。,膨らませる,等級:1 語種:固有語 品詞:動詞
1등급,불빛,명사,名詞,고유어,,,,"「1」타는 불의 빛.
「2」켜 놓은 불에서 비치는 빛.",「1」燃える火の光。 「2」点けた火から差し込む光。,灯火,等級:1 語種:固有語 品詞:名詞
1등급,불쌍하다,형용사,形容詞,고유어,,,,처지가 안되고 애처롭다.,境遇が良くなく、気の毒だ。,かわいそうだ,等級:1 語種:固有語 品詞:形容詞
1등급,불쑥,부사,副詞,고유어,,,,"「1」갑자기 불룩하게 쑥 나오거나 내미는 모양.
「2」갑자기 쑥 나타나거나 생기거나 하는 모양.
「3」갑자기 마음이 생기거나 생각이 떠오르는 모양.
「4」앞뒤 생각 없이 대뜸 말을 함부로 하는 모양.",「1」突然、不意に突き出たり差し出したりする様子。 「2」突然現れたり生じたりする様子。 「3」突然心が生まれたり考えが浮かんだりする様子。 「4」前後不覚に、でたらめに言葉を言う様子。,不意に,等級:1 語種:固有語 品詞:副詞
1등급,불어나다,동사,動詞,고유어,,,,"「1」수량 따위가 본디보다 커지거나 많아지다.
「2」몸집 따위가 커지다.",「1」数量などが元より大きくなったり多くなったりする。 「2」体格などが大きくなる。,増える,等級:1 語種:固有語 品詞:動詞
1등급,불어넣다,동사,動詞,고유어,,,,어떤 생각이나 느낌을 가질 수 있도록 영향이나 자극을 주다.,ある考えや感情を持てるように影響や刺激を与える。,吹き込む,等級:1 語種:固有語 品詞:動詞
1등급,불어오다,동사,動詞,고유어,,,,"「1」바람이 이쪽으로 불다.
「2」어떤 경향이나 사조(思潮) 따위가 영향을 끼쳐 오다.",「1」風がこちらに吹く。 「2」ある傾向や思潮などが影響を及ぼして来る。,吹き寄せる,等級:1 語種:固有語 品詞:動詞
1등급,불타다,동사,動詞,고유어,,,,"[1]「1」불이 붙어서 타다.
[1]「2」(비유적으로) 매우 붉은빛으로 빛나다.
[2](비유적으로) 의욕이나 정열 따위가 끓어오르다.",[1]「1」火が付いて燃える。 [1]「2」(比喩的に) 非常に赤い光を放つ。 [2](比喩的に) 意欲や情熱などが燃え上がる。,燃える,等級:1 語種:固有語 品詞:動詞
