word,pos,meaning,definition,target_code
대접하다,동사,もてなす【持て成す】。せったいする【接待する】,"相手に礼を尽くして応対する。
",47482
대조,명사,たいしょう【対照】。しょうごう【照合】。たいひ【対比】,"二つ以上の事物を照らし合わせて比べること。
",47488
대조되다,동사,たいしょうをなす【対照をなす】。コントラストをなす,"互いに違ってその差が際立つ。
",47490
대조하다,동사,たいしょうする【対照する】。しょうごうする【照合する】。たいひする【対比する】,"二つ以上の事物を照らし合わせて比べる。
",47503
대졸자,명사,だいそつしゃ【大卒者】,大学を卒業した人。,47507
대중,명사,"たいしゅう【大衆】
","多くの人。
",62746
대중가요,명사,ポピュラーソング。ポップミュージック,大衆が楽しんで歌う歌。,47544
대중교통,명사,こうきょうこうつう【公共交通】,バスや地下鉄など、大勢の人が利用する交通機関。また、交通手段。,47546
대중 매체,,マスメディア。たいしゅうメディア【大衆メディア】。たいしゅうばいたい【大衆媒体】。たいりょうばいたい【大量媒体】	,"新聞・雑誌・映画・テレビなどのように、 多数の人に向けて情報や思想を伝達する手段。
",47550
대중목욕탕,명사,せんとう【銭湯】,多くの人がお金を払って利用できるように施設を整えておいた風呂場。,47555
대중문화,명사,たいしゅうぶんか【大衆文化】,大衆が創り、享受する文化。,47557
대중오락,명사,エンターテインメント。たいしゅうごらく【大衆娯楽】,大衆が好んでする娯楽。,47603
대중음악,명사,たいしゅおんがく【大衆音楽】。ポピュラーおんがく【ポピュラー音楽】,主にマスメディアを通じて伝わる、大衆を対象とする音楽。,47607
대책,명사,たいさく【対策】,困難な状況から乗り越えられる計画。,14354
대청소,명사,おおそうじ【大掃除】,全体をすべて掃除すること。,46831
대청소하다,동사,おおそうじする【大掃除する】,"全体をすべて掃除する。 
",90427
대체,부사,いったい【一体】,関係ない話は抜きにして大事なところだけ言うと。,14356
대체로,부사,だいたい【大体】,要点だけをいうこと。,14357
대추나무,명사,なつめ【棗】。なつめのき【棗の木】,韓国をはじめとするアジア、ヨーロッパに自生して秋には食用や薬用に用いられるナツメが赤く実る、高さは５メートルくらいの木。,46840
대추차,명사,ナツメちゃ【ナツメ茶】,乾燥したナツメを煎じて作った飲み物。,46841
대축제,명사,だいしゅくさい【大祝祭】,祝って催す大変大きい行事。,46842
대출,명사,かしだし【貸（し）出（し）】,金銭や物を貸したり借りること。,14359
더구나,부사,さらに【更に】。しかも【然も】,"その上に。それだけでなく。
",47367
더러움,명사,よごれ【汚れ】。けがれ【汚れ・穢れ】,きれいでないこと。また、きれいだった物事が汚れること。,47382
더러워지다,동사,よごれる【汚れる】,"きれいだった物に垢がついて汚くなる。
",14367
더럽히다,동사,よごす【汚す】,"汚れやくずなどを付けて清潔でない状態にしたり汚くしたりする。
",47385
더불다,동사,ともなう【伴う】,"二人以上が一緒にする。
",14736
더블,명사,"ダブル
","二倍。二重。
",47391
더빙,명사,ふきかえ【吹き替え】,洋画のセリフを該当する言語に変えて、声優の声で改めて録音すること。,47393
더욱더,부사,もっともっと。よりいっそう【より一層】。さらに【更に】	,"「もっと」を強調していう語。
",14371
더욱더욱,부사,もっともっと。よりいっそう【より一層】。さらに【更に】。ますます。しだいに【次第に】。だんだん【段々】	,"度合いを増して。
",47396
더욱이,부사,なお。なおかつ。さらに【更に】。そのうえに【その上に】	,"前述した事柄に加え、その上にまた。
",14372
더운물,명사,おんすい【温水】。おゆ【お湯】,温かい水。,47397
더위,명사,"あつさ【暑さ】
","夏の暑い気候。暑い日。
",47399
더치페이,명사,わりかん【割り勘】,費用を各々負担すること。,47401
더하기,명사,たしざん【足し算】。たす【足す】,ある数にある数を足すこと。,47403
더하다,동사,たす【足す】。くわえる【加える】,"補ったり増やしたりして多くする。
",66265
더하다,형용사,よりひどい。よりおおきい【より大きい】	,"比較の対象や基準に比べて大きい。
",66264
데,의존 명사,ところ【所】	,"所や場所。
",47455
데다,동사,やけどする【火傷する】,"火や熱いものに触れて怪我をする。
",47458
데리다,동사,つれる【連れる】。ともなう【伴う】,"人や動物を自分と一緒にいさせる。
",61342
데생,명사,デッサン,美術において、主に鉛筆などを用いて線でイメージを描き出す技術。また、その作品。,47472
데스크톱,명사,デスクトップ。デスクトップパソコン。デスクトップ・コンピューター,個人の机の上に設置して使用するように作られたコンピューター。,90481
데우다,동사,あたためる【暖める・温める】,"冷たいものをあたたかくする。
",14380
데이터,명사,データ,理論を立てる上で基礎となる事実や情報。また、観察や実験、調査で得た事実や情報。,47484
데이터베이스,명사,データベース,コンピューターに多くの資料を保存しておいて、多様な形で利用できるようにしたプログラム。また、その資料。,47486
데치다,동사,ゆがく【湯掻く】,"熱湯に入れてさっとゆでる。
",47487
도,명사,ド,洋楽において、七音音階の最初の階名。,47504
도,의존 명사,ど【度】	,"温度の単位。
",47500
도구,명사,どうぐ【道具】,何かをするときに使う用具。また、器具。,47519
도구함,명사,どうぐばこ【道具箱】,道具を入れておく箱。,47523
도난,명사,とうなん【盗難】,盗まれること。,47785
도난당하다,동사,とうなんにあう【盗難に遭う】,"盗まれる。
",47786
도넛,명사,ドーナツ,小麦粉を練って、リング状にしてから油で揚げたお菓子。,47788
도대체,부사,いったい【一体】,関係ない話は抜きにして大事なところだけ言うと。,14385
도둑,명사,どろぼう【泥棒】,他人のものを盗んだり奪ったりする行為。,47813
도둑고양이,명사,どらねこ【どら猫】。どろぼうねこ【泥棒猫】。のらねこ【野良猫】,飼い主がなく、面倒をみてもらわない猫。,47815
도라지,명사,ききょう【桔梗】,"紫、または白い花が咲き、根は料理や韓方薬の材料になる植物。
",47864
도로,부사,"もとへ【元へ】。ひきかえし【引き返し】
","向かって行った方向の反対側へ。
",14733
도로명 주소,,どうろめいじゅうしょ【道路名住所】,道路名を基準にして、建物に固有番号をつけた住所。,93618
도로변,명사,どうろわき【道路脇】,道路の両端。,47889
도로 표지판,,どうろひょうしき【道路標識】	,"道路の利用についての案内・警告・禁止事項などを提供する表示板。
",47887
도리어,부사,かえって【却って・反って】。はんたいに【反対に】	,"期待していたものや一般的な考えとは反対、あるいは違う方向に。
",14387
도마,명사,"まないた【まな板】
","料理の材料を包丁で切ったり、切り刻んだりする時、その下に置いて使う、プラスチックや木製の広い板。
",14389
도망,명사,とうぼう【逃亡】,避けたり、追われて逃げること。,14391
도망가다,동사,とうぼうする【逃亡する】。にげていく【逃げて行く】,"避けたり、追われて逃げたりする。
",62371
도망자,명사,とうぼうしゃ【逃亡者】,追われて逃げたり、密かに逃げる人。,47086
도망치다,동사,とうぼうする【逃亡する】。にげる【逃げる】,"避けたり、追われて逃げたりする。
",14392
도망하다,동사,とうぼうする【逃亡する】。にげる【逃げる】,"避けたり、追われて逃げたりする。
",47088
도매업,명사,おろしうりぎょう【卸売業】,品物を単品で売らずに多くを一度に売る営業。,47098
도무지,부사,ぜんぜん【全然】。とうてい【到底】。まるっきり【丸っ切り】。まるきり【丸切り】	,"どうしても。
",47105
도배,명사,,色と模様のある紙を壁や天井に張ること。,47122
도배장이,명사,かみばりしょくにん【紙張り職人】,壁や天井に紙を貼り付けることを職業とする人。,47123
도배지,명사,かべがみ【壁紙】,色や柄のある、壁や天井に貼る紙。,47125
도배하다,동사,,"色と模様のある紙を壁や天井に張る。
",47126
도서,명사,としょ【図書】,一定のテーマや形式に合わせて、ある考えや感情、話などを文や絵で表現し印刷して集めておいたもの。,47582
도서대,명사,としょてんじだい【図書展示台】,展示のために本を立てたり載せておいたりするもの。,47584
도서명,명사,としょめい【図書名】。しょめい【書名】,本の名。,47585
도서 상품권,,としょけん【図書券】。としょしょうひんけん【図書商品券】	,"記入されている金額内で書籍との引き換えや、映画が展示会などの観覧ができる有価証券。
",47882
도서실,명사,としょしつ【図書室】,本を集めておいて必要な人々が読めるようにした部屋。,47586
도시가스,명사,としガス【都市ガス】,許可された会社がガス管を通じて家庭や工場などに供給する燃料用のガス。,47595
도시 계획,,としけいかく【都市計画】	,"都市生活に必要な施設を都市の区域内に効率よく配置することで整備を図る計画。
",47594
도시락,명사,"べんとうばこ【弁当箱】
","手軽く食べ物を入れて、持ち歩く器。
",47599
도시민,명사,しみん【市民】,都市に住む国民。,47600
도시인,명사,とかいじん【都会人】。としせいかつしゃ【都市生活者】,都市に住む人。,47604
도심,명사,としん【都心】,都市の中心。,14394
도우미,명사,"あんない【案内】。ボランティア
","催しの案内に当たったり、人のために奉仕したりする人。
",48094
도입,명사,どうにゅう【導入】,知識や技術、物資などを取り入れること。,14748
도입되다,동사,どうにゅうされる【導入される】。とりいれられる【取り入れられる】,"技術や物資、理論などが入る。
",48117
도입하다,동사,どうにゅうする【導入する】。とり入れる【取り入れる】,"技術や物資、理論などを入れる。
",48122
도자기,명사,とうじき【陶磁器】,土に水を混ぜて練り、形を作って乾かした後、高温で焼いて作った器。,48126
도장,명사,どうじょう【道場】,武芸を練習したり教える所。,48132
도저히,부사,ぜんぜん【全然】。とうてい【到底】。まるっきり【丸っ切り】。まるきり【丸切り】	,"どうしても。
",14397
도전,명사,ちょうせん【挑戦】,真正面から向かい合って、喧嘩を売ること。,14398
도전자,명사,ちょうせんしゃ【挑戦者】,ある事、またはそれに最も優れた人に正面から張り合って戦いを挑む人。,48137
도전장,명사,ちょうせんじょう【挑戦状】,正面から張り合って戦う旨の表示。また、その旨を書き送る文。,48138
도전적,명사,ちょうせんてき【挑戦的】,真正面から張り合って戦うように見えること。,48143
도전적,관형사,ちょうせんてき【挑戦的】,"真正面から張り合って戦うように見えるさま。 
",48140
도전하다,동사,いどむ【挑む】。ちょうせんする【挑戦する】,"真正面から向かい合って、喧嘩を売る。
",48145
도중,명사,"とちゅう【途中】
","道を行く間。
",46603
도착순,명사,とうちゃくじゅん【到着順】,目的した場所に先に行き着いた順番。,46634
도착지,명사,とうちゃくち【到着地】,行きつく場所。,46635
도토리,명사,"どんぐり
","小さい楕円形で褐色、表面が硬くて、「ムク」の材料に使われる実。
",46660
돼지기름,명사,"とんし【豚脂】。ラード
","豚の皮の内側に厚くついている脂肪の塊。
",48174
돼지꿈,명사,,夢に豚を見ること。吉夢とされる。,48176
돼지머리,명사,ぶたのあたま【豚の頭】,屠畜した豚の頭の部分。,48178
돼지비계,명사,ぶたにくのあぶらみ【豚肉の脂身】,豚の皮の内側についている脂肪の多い部分。,48180
돼지우리,명사,"ぶたごや【豚小屋】。とんしゃ【豚舎】
","豚を閉じ込めて飼うところ。
",48183
되,명사,ます【枡】,穀物・液体・粉などの量を測るのに用いる、四角い木製の器。,48189
되감기,명사,はやもどし【早戻し】。リワインド　,再生されたビデオテープやカセットテープを元通りに早戻しすること。,48200
되게,부사,ひじょうに【非常に】。きわめて【極めて】。たいへん【大変】	,"とても非常に。
",14902
되도록,부사,なるべく。できるかぎり【出来る限り】	,"可能な限り。
",48221
되돌리다,동사,まきもどす【巻き戻す】。おりかえす【折り返す】。かえす【返す】,"向かっていた方向を反対の方向に変えて行く。
",14906
되돌아가다,동사,かえる【帰る】。もどる【戻る】。ひきかえす【引き返す】,"元の場所に行く。
",14923
되돌아오다,동사,かえってくる【帰って来る】。もどってくる【戻って来る】,"元の場所に来る。
",14917
되살리다,동사,よみがえらせる【蘇らせる・甦らせる】。いきかえらせる【生き返らせる】,"死んだりなくなったりしたものを蘇生させたり生じさせたりする。
",14919
되살아나다,동사,よみがえる【蘇る・甦る】。いきかえる【生き返る】,"死んだもの、死にかけたものが蘇生するようになる。
",48193
되찾다,동사,とりもどす【取り戻す】。とりかえす【取り返す】,"一度失ったり忘れたりしたものを再び自分のものにする。
",14920
되풀이,명사,くりかえし【繰り返し】,同じ言葉や事をしきりに繰り返すこと。または、同じ出来事が頻繁に起きること。,48236
되풀이되다,동사,くりかえされる【繰り返される】,"同じ言葉や行動、事が反復される。
",14935
되풀이하다,동사,くりかえす【繰り返す】,"同じ言葉や行動、事を反復する。
",14933
두고 보다,,みている【見ている】。みとどける【見届ける】	,"どうなるか一定の期間見続ける。
",48259
두근두근,부사,どきどき。わくわく	,"驚き・不安・期待などで、心が落ち着かず動悸が激しくなる様子。
",48268
두근두근하다,동사,ときめく。どきどきする。わくわくする,"驚き、不安、期待などで心臓の動悸が速くなる。
",48270
두께,명사,あつさ【厚さ】。あつみ【厚み】,ものの厚い程度。,14939
두뇌,명사,のう【脳】,感じたり、考えたり、行動したり、記憶したりする機能を管理する頭骨の内側の器官。,14942
두다,보조 동사,おく	,"前の語の表す行動を終え、その結果をそのまま維持するという意を表す「補助動詞」。
",48279
두드러기,명사,じんましん【蕁麻疹】,薬や食べ物を誤って食べたり、環境の変化によって、肌のあちらこちらが赤くむくむ発疹（ほっしん）。,48298
두드러지다,동사,でっぱる【出っ張る】。とっしゅつする【突出する】,"中がふっくらと出る。
",90705
두드리다,동사,たたく【叩く】。うつ【打つ】,"音がするように連続して打ったり殴ったりする。
",67476
두려움,명사,おそれ【恐れ】。きょうふ【恐怖】,怖くて恐れる感じ。,14953
두려워하다,동사,おそれる【恐れる・怖れる・畏れる・懼れる】。こわがる【怖がる・恐がる】。おびえる【怯える・脅える】,"怖くて非常に避けたがる。
",14957
두렵다,형용사,おそろしい【恐ろしい】。こわい【恐い】	,"どうしても避けたいほど怖気づいて恐怖を感じる。
",14925
두루마리,명사,まきがみ【巻紙】。まきもの【巻物】。ロールペーパー,長く続く紙やトイレットペーパーなどを丸く巻いたもの。,48332
두루미,명사,たんちょう【丹頂】。たんちょうづる【丹頂鶴】,首や足が長く、体は白くて尾が黒い、大きな鳥。,48337
두르다,동사,まく【巻く】。かける【掛ける】。つける【付ける】,"マフラー、タオル、スカートなどを身に着ける。
",14928
두리번거리다,동사,きょろきょろする,"目を大きく見開いて、絶えずあたりを見回す。
",14971
두리번대다,동사,きょろきょろする,"目を大きく見開いて、絶えずあたりを見回す。
",90288
두발자전거,명사,にりんじてんしゃ【二輪自転車】,車輪が２つ付いている自転車。,45274
두서너,관형사,にさんよん【二三四】。ふたつみっつよっつ【二つ三つ四つ】,"2か3、または4ぐらいの。二つか三つ、または四つぐらいの。
",45284
두서넛,수사,,"二つか三つ、または四つくらいになる数。
",45276
두어,관형사,ふたつぐらいの【二つぐらいの】	,"二つぐらいの。
",46803
두엇,수사,ふたつ【二つ】	,"二つくらいの数。
",46810
두유,명사,とうにゅう【豆乳】,水に浸した大豆を挽いて作った飲み物。,46812
두통거리,명사,ずつうのたね【頭痛の種】,頭が痛むほど解決が困難で面倒くさい事、またはそのような人。,48379
두통약,명사,ずつうやく【頭痛薬】,頭が痛む症状を治す時に使う薬。,48727
뒤꿈치,명사,"かかと・きびす・くびす【踵】
","足の裏の後部から足首の間までの隆起している部分。
",51896
뒤늦다,형용사,おそい【遅い】。ておくれだ【手遅れだ】,何かをするのに適当な時機に遅れる。,14987
뒤따르다,동사,したがう【従う】。おいかける【追い掛ける】,"後ろに付いて行く。
",14991
뒤떨어지다,동사,おくれる【遅れる・後れる】,"前の人と距離の離れたところにいる。
",58028
뒤뜰,명사,うらにわ【裏庭】,家や建物の後ろにある庭。,58029
뒤로하다,동사,うしろにする【後ろにする】。あとにする【後にする】,後ろに位置させる。,600895
뒤지다,동사,おくれる【遅れる・後れる】,"前の人と距離の離れたところにいる。
",58045
뒤지다,동사,さぐる【探る】。かきまわす【掻き回す】,"何かを見つけ出すために隅々までくまなく探す。
",14998
뒤집개,명사,フライがえし【フライ返し】,フライパンで料理をする時、食材を裏返す調理道具。,58020
뒤집다,동사,うらがえす【裏返す】。ひっくりかえす【引っ繰り返す】。くつがえす【覆す】。ひるがえす【翻す】,"表と裏とを逆にする。
",66269
뒤편,명사,うらがわ【裏側】。うしろがわ【後側】。うらて【裏手】,あるものの裏のほう。また、裏の部分。,15006
뒤표지,명사,うらびょうし【裏表紙】,書物の裏側の表紙。,67069
듀엣,명사,デュエット,二人が一緒に歌ったり、楽器を演奏すること。,50929
드나들다,동사,でいりする【出入りする】,"ある場所に多くのものが出たり入ったりする。
",50930
드라이,명사,ドライ,風が出る電気器具を使用して髪を乾かしたり、手いれをすること。,50942
드라이버,명사,ドライバー,ねじ釘を回して打ち込んだり、抜く器具。,50944
드라이브,명사,ドライブ ,"景色を楽しんだりするために自動車で出掛けること。
",50946
드라이브하다,동사,ドライブする,"景色を楽しんだりするために自動車で出掛ける。
",50948
드라이어,명사,ドライヤー,冷風や温風を送って髪を乾かしたり形を整えるのに用いる器具。,50949
드라이클리닝,명사,ドライクリーニング,水の代わりに化学薬品で服の汚れをとる洗濯方法。,50951
드라이하다,동사,ドライする,"風が出る電気器具を使用して髪を乾かしたり、手いれをしたりする。 
",50952
드라큘라,명사,ドラキュラ,西洋小説に登場する、夜さまよいながら人の血を吸う鬼の名前。,50954
드러나다,동사,あらわれる【現れる】,隠れていたものが見えるようになる。,15034
드러내다,동사,あらわす【現す】。むきだす【剥き出す】,"隠れていたものを見えるようにする。
",50956
드럼,명사,"ドラムかん【ドラム缶】
","油などを入れる時に用いる、厚い鉄板で作った円筒形の缶。
",50959
드럼통,명사,ドラムかん【ドラム缶】,オイルなどを入れるときに使う厚い鉄板で作った円状の缶。,50962
드레스,명사,ドレス,ワンピースになっている、西洋風の女性の正装。,50965
드릴,명사,ドリル,木や金属に穴を開ける道具。,50980
드링크,명사,ドリンク,飲料などの飲み物。,50982
드물다,형용사,まれだ【稀だ】,"起こる回数が多くない。
",15040
디브이디,명사,ディーブイディー【ＤＶＤ】,動画や音楽などの情報を記録できる直径12センチのディスク。,53935
디스카운트하다,동사,ディスカウントする。わりびきする【割引する】,決められた値段からいくらか値切る。,600347
디스켓,명사,ディスケット,コンピューターで、資料を記録したり保存に使う媒体。,53938
디스코,명사,ディスコ,軽快な音楽に合わせて、一定の形式なしに自由に踊るダンス。,53941
디스크,명사,"レコード。おんばん【音盤】。ひかりディスク【光ディスク】
","数曲の音楽を録音し、電気蓄音機やオーディオなどで音楽が聴ける丸くて平たい板。
",28102
디자이너,명사,デザイナー,衣装、工業製品、建築などの実用的な目的をもった作品の設計、またデザインを専門的に行う人。,15059
디저트,명사,デザート　,果物やお菓子・アイスクリームなど、食後に出される食べ物。,54450
디제이,명사,ディージェー【DJ】。ディージェイ【DJ】,ラジオやイベントなどで、軽い話とともに選曲した音楽を聴かせてくれる人。,600348
디지털,명사,デジタル,時間・音・強さなど、全ての現象を数値に変えて表示すること。,54451
디지털카메라,명사,デジタル・カメラ　,フィルム無しに、デジタル方式で写真を撮るカメラ。,54452
따끈따끈,부사,ほかほか。あつあつ【熱熱】,"とても暖かくて暑い様子。
",54464
따끈따끈하다,형용사,ぽかぽかする。ぬくぬくする【温温する】,"非常に暖かくて、暑い。
",54465
따님,명사,おじょうさん【お嬢さん】,他人の娘を敬っていう語。,15064
따다,동사,"とる【取る】。つむ【摘む】。つみとる【摘み取る】
","ぶら下がっているか、くっ付いているものを摘んだり取ったりする。
",61395
따라가다,동사,ついていく【付いて行く】。したがう【従う】。ともなう【伴う】,"先に出たものの後を追っていく。
",61105
따라다니다,동사,つきまとう【付き纏う】。おう【追う】。おいまわす【追い回す】,"あとについて回る。
",15072
따라서,부사,よって。したがって【従って】。それで	,"前の内容が後の内容の原因・根拠・条件などになる時に用いる語。
",15075
따라오다,동사,ついてくる【付いて来る】,"動いているものの後を追っていく。
",68602
따로따로,부사,べつべつに【別別に】。はなれて【離れて】。わかれて【別れて】	,"一緒であったり混ざったりせずに一つずつ離れ離れに。
",15081
따르다,동사,おう【追う】。したがう【従う】。ともなう【伴う】,"人の後でその人について行く。
",64547
따르다,동사,つぐ【注ぐ】。そそぐ【注ぐ】,"液体が入っている物を傾けて、液体を外に少しずつ流す。
",62077
따르릉,부사,りんりん	,"自転車のベル・呼び鈴・電話のベル・目覚まし時計などが鳴る音。
",49674
따름,의존 명사,だけ。のみ。ばかり	,"もっぱらそれに限られるという意を表す語。
",49675
따지다,동사,とう【問う】。といただす【問い質す】。といつめる【問い詰める】。なじる【詰る】,"過ちや問題のあることに対して、厳しく尋ねて明確な答えを要求する。
",50534
때,명사,"あか【垢】。よごれ【汚れ】
","衣服や皮膚に付いた汚い埃や、皮膚の死んだ細胞と埃が混ざってできたもの。
",14423
때때로,부사,ときどき【時時】。ときに【時に】。ときおり【時折】,"場合によって、たまに。
",15134
때로,부사,ときどき【時時】。ときに【時に】。ときおり【時折】。ときには【時には】,"場合によって。
",15142
때리다,동사,"なぐる【殴る】。うつ【打つ】。たたく【叩く】
","手または手に持った物で痛いほどに打つ。
",14433
떠나가다,동사,さる【去る】。いく【行く】,"現在いるところから他のところに移って行く。
",28106
떠나오다,동사,さる【去る】。はなれる【離れる】。でる【出る】,"現在いるところから他のところに移って来る。
",15156
떠오르다,동사,うかぶ【浮かぶ】。うく【浮く】。うかびあがる【浮び上がる】。うきあがる【浮き上がる】。のぼる【昇る】,"上の方に浮いて上がる。
",53785
떠올리다,동사,うかべる【浮かべる】。おもいうかべる【思い浮かべる】。おもいだす【思い出す】,"記憶をよみがえらせたり忘れていたことを思い起こしたりする。
",62315
떼,명사,むれ【群れ】,人や動物がたくさん集まっていること。,15182
떼다,동사,はなす【離す】。はがす【剥がす】。とりはずす【取り外す】,くっついたり、つながっているものを離す。,66563
또다시,부사,ふたたび【再び】。さいど【再度】。またまた。またもや	,"何度も繰り返してもう一度。
",52122
또박또박,부사,はっきり。きれいに【綺麗に・奇麗に】,"言葉や字などが明確でくっきりしているさま。
",52133
또한,부사,また。おなじく【同じく】	,"何かと同様に。
",52139
뚜껑,명사,"ふた【蓋】
","器・箱・ペンなどの上部を覆ったり塞いだりするもの。
",54161
뚜렷하다,형용사,くっきりする。はっきりする,"非常に確実だったり、曖昧でなく明確だったりする。
",53133
뛰다,동사,はねる【跳ねる】。とぶ【跳ぶ】,"体が空中に上がるようにする。
",65532
뛰어나가다,동사,とびだす【飛び出す】。とびでる【飛び出る】。かけだす【駆け出す】,"勢いよく走って外に出る。
",14442
뛰어나다,형용사,ゆうしゅうだ【優秀だ】。すぐれている【優れている】。ひいでている【秀でている】。たけている【長けている】	,"能力などが人より勝っていて優秀である。
",14445
뛰어나오다,동사,とびだす【飛び出す】。とびでる【飛び出る】。かけだす【駆け出す】,"勢いよく走って外に出てくる。
",14448
뛰어내리다,동사,とびおりる【飛び降りる・飛び下りる】,"高い所から身をおどらせておりる。
",14452
뛰어넘다,동사,とびこす【飛び越す・跳び越す】。とびこえる【飛び越える・跳び越える】。のりこえる【乗り越える】,"ある物や場所の上を飛んで越える。
",15196
뛰어놀다,동사,はねまわる【跳ね回る】。とびまわる【跳び回る】,"あちこち駆け回って遊ぶ。
",15206
뛰어다니다,동사,はしりまわる【走り回る】。かけまわる【駆け回る】。かけずりまわる【駆けずり回る】,"あちこちを走って回る。
",62374
뛰어들다,동사,かけこむ【駆け込む】。とびこむ【飛び込む】,"速く走っていきなり中に入る。
",59467
뛰어오르다,동사,とびあがる【飛び上がる・跳び上がる】。はねあがる【跳ね上がる】,"体が空中に上がるようにする。
",15220
뜨개질,명사,あみもの【編み物】,手を使って綿糸・毛糸で衣類や手袋などを編むこと。,53927
뜨개질하다,동사,あむ【編む】,"手を使って綿糸・毛糸で衣類や手袋などを作る。 
",53928
뜨거워지다,동사,あつくなる【熱くなる】。やける【焼ける】。ねっする【熱する】。しゃくねつする【灼熱する】,"火の近くにあるように温度が高まる。
",53930
뜨다,동사,うかぶ【浮かぶ】。うく【浮く】,"水面や空中に存在したり、上方へ上がったりする。
",66028
뜨다,동사,きりとる【切り取る】,"大きな塊の一部を切って取る。
",53949
띄다,동사,つく【付く】。かかる【掛かる】。とまる【留まる】,"目に見える。
",14468
띠,명사,"おび【帯】。ベルト
","服の上から腰の辺りに巻いて結ぶ紐。
",52757
띠,명사,ティ,生まれ年を十二支に結び付けていう語。,52761
띠다,동사,しめる【締める】,"紐や帯を腰に巻き付ける。
",52762
라운지,명사,ラウンジ,ホテルや空港などで、しばらく休めるように設けられているところ。,52628
라이벌,명사,ライバル,同じ分野で競い合う関係。または、そのような関係の人。,15240
라이브,명사,ライブ,予め録音・録画したものではなく、その場で行われる生演奏や生放送。,52059
라이터,명사,ライター,ガスや石油などを利用して火をつける小さい器具。,52060
라인,명사,"ライン。せん【線】
","横か縦に引いた線。または、ある物の輪郭。
",15244
래프팅,명사,ラフティング,ゴムボートに乗って渓谷の急流を切り抜けるレジャースポーツ。,601572
러닝셔츠,명사,ランニングシャツ,運動する時に着る袖なしの上着。または、その形の肌着。,52064
러시아워,명사,ラッシュアワー,通勤や通学などで交通機関がとても混雑する時間帯。,52066
레,명사,レ,洋楽において、七音音階の第二番目の階名。,52068
레깅스,명사,レギンス,伸縮性に長け、脚にぴったりフィットする細いズボン。,52073
레드카드,명사,レッドカード　,運動競技で、審判が選手に退場の表示として示す赤いカード。,52081
레미콘,명사,"レミコン。レディーミクストーコンクリート。なまコンクリート【生コンクリート】
","固まっていない状態で車に乗せて工事現場へ運ぶコンクリート。
",52764
레벨,명사,レベル,一定の水準や度合い。,52579
레슨,명사,レッスン,主に音楽・舞踊・外国語などを個人的に習うこと。,52571
레이스,명사,レース　,糸をかぎ針ですくって編んで、様々な模様を作る西洋式の編み物。または、そのように作ったもの。,52564
레인지,명사,レンジ,ガス・電気・電波などを用いて、火をつけたり熱を出して食べ物を沸かしたり温めるのに使う調理器具。,90235
레일,명사,"レール
","汽車や電車などが走るために地面に敷く細長い鋼材。
",52555
레저 스포츠,,レジャースポーツ,人々が余暇を楽しみながらする運動。,600643
레코드,명사,レコード　,音楽などを録音した円盤。,52775
레크리에이션,명사,レクレーション。レクリエーション,心身の疲れを癒し、新しい活力を得るために楽しむ遊びや運動。,52541
로그아웃,명사,ログアウト,コンピューターやインターネットサイトを利用する時、行っていた作業を終えて接続を切ること。,52530
로그인,명사,ログイン,コンピューターやインターネットサイトを利用するため、予め登録しておいた使用者の名前とパスワードを入力すること。,52528
로마자,명사,ローマじ【ローマ字】,欧州や米国などで広く使われているアルファベットで、ラテン語を表記するために作られた文字。,52526
로맨스,명사,ロマンス,男女間の愛。または、その恋物語。,52524
로맨틱하다,형용사,ロマンチックだ	,"感傷的で浪漫的な感じがある。
",52522
로봇,명사,"ロボット
","人の容姿や体のある部位に似せて作って、人が行う行動や作業などができるようにした機械。
",15538
로켓,명사,ロケット,燃料を燃やして生じる高圧ガスを高速で噴出し、その反動で前へ進む装置。または、そのような力を利用した飛行体。,52516
루비,명사,ルビー,赤色を呈する透明な宝石。,52500
리듬,명사,リズム,音の高低、長さ、強弱などが一定に繰り返されること。,50096
리모컨,명사,リモコン,リモートコントロールの略。テレビ・ビデオなどの家電製品を離れた場所から操作できる装置。,50103
리본,명사,"リボン
","頭髪、帽子、贈り物などを装飾する時に用いるひも状のもの。
",50111
리코더,명사,リコーダー,縦に持って、8個の穴を指で塞いだり開けたりしながら、口で空気を吹き込んで演奏する楽器。,50139
리터,의존 명사,リットル	,"主に気体や液体の量をはかる容量の単位。
",50142
리포트,명사,"レポート。リポート。レポ
","調査・研究・実験などの結果に関する報告書。
",50148
마가린,명사,マーガリン,天然のバターの代わりに食する加工したバター。,51502
마감,명사,しめきり【締め切り】,物事を終えること。,51504
마감되다,동사,しめきられる【締め切られる】,"物事が終わる。
",51505
마감일,명사,しめきりび【締め切り日・締切日】,定められた期限の最終日。,601580
마감하다,동사,しめきる【締め切る】,"物事を終える。 
",51506
마구,부사,むやみに【無暗に】。やたらに【矢鱈に】,"非常に酷く。
",51510
마냥,부사,ひたすら。ただ	,"いつまでもずっと。
",51528
마네킹,명사,マネキン,洋服店で服を着せて並べる等身大の人形。　,51529
마늘,명사,にんにく【大蒜】,肉厚な数個の小鱗茎が丸く束ねられている植物。独特のにおいがあって、薬味やおかずなどに広く使われる。,51531
마니아,명사,マニア,ある物事が大好きで没頭する人。,51532
